Last Name	First and Middle Name	Departments	Faculty	ORCID
Basmaji	John	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-9749-1747
Beaton	Melanie	Department of Medicine	Schulich School of Medicine & Dentistry	
Bechamp	Taylor David	Department of Medicine	Schulich School of Medicine & Dentistry	
Berard	Roberta	"Department of Medicine, Epidemiology and Biostatistics, Paediatrics"	Schulich School of Medicine & Dentistry	0000-0003-2780-0617
Berberich	Amanda	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-9461-9036
Bergin	M.	Department of Medicine	Schulich School of Medicine & Dentistry	
Bhalla	Anurag	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-0613-0546
Bhangu	Jaspreet Singh	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-3934-2967
Bhimani	Munsif Ali	"Department of Medicine, Family Medicine - General"	Schulich School of Medicine & Dentistry	0000-0003-0321-5077
Bishop	Kristen Alicia	Department of Medicine	Schulich School of Medicine & Dentistry	
Blake	Peter Gerard	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-0345-5989
Blissett	Sarah	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-2465-1487
Bondy	Lise Catherine	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-1692-7217
Borrie	Michael John	Department of Medicine	Schulich School of Medicine & Dentistry	0009-0008-9809-7758
Bosma	Karen Joy	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-0423-7286
Boyd	Tristan Alexander	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-4259-9002
Brine	Meggan Ashleigh	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-5569-9451
Burrell	Alishya	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-2756-8934
Byrne	Christopher Michael	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-2289-8064
Caine	Sean	Department of Medicine	Schulich School of Medicine & Dentistry	
Cairns	Ewa	"Department of Medicine, Microbiology & Immunology"	Schulich School of Medicine & Dentistry	0000-0003-2748-3076
Cameron	Lisa	"Department of Medicine, Microbiology & Immunology, Pathology and Lab Medicine"	Schulich School of Medicine & Dentistry	0000-0002-2108-8414
Cameron	Paul	Department of Medicine	Schulich School of Medicine & Dentistry	
Carter	Alexandra J E	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-1542-1521
Chahine-Malus	Natalie	Department of Medicine	Schulich School of Medicine & Dentistry	
Chandy	Mark	"Department of Medicine, Physiology and Pharmacology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0002-6741-2822
Cheskes	Lindsay Sarah	Department of Medicine	Schulich School of Medicine & Dentistry	
Chilton	Stephanie	Department of Medicine	Schulich School of Medicine & Dentistry	
Chiu	Michael	Department of Medicine	Schulich School of Medicine & Dentistry	
Clemens	Kristin Kyomi	"Department of Medicine, Epidemiology and Biostatistics"	Schulich School of Medicine & Dentistry	0000-0001-9636-5597
Clemente	Michael David	Department of Medicine	Schulich School of Medicine & Dentistry	
Coome	Grant	Department of Medicine	Schulich School of Medicine & Dentistry	
Cowan	Andrea	"Department of Medicine, Epidemiology and Biostatistics"	Schulich School of Medicine & Dentistry	0000-0002-9480-969X
Cunningham	Christy	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-2248-4494
Curtis	Mason	Department of Medicine	Schulich School of Medicine & Dentistry	
Dagnone	Robert Vico	Department of Medicine	Schulich School of Medicine & Dentistry	
Dasgupta	Monidipa	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-3732-719X
Davey	Ryan Alexander	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-7203-8209
Davis	Matthew	Department of Medicine	Schulich School of Medicine & Dentistry	
De	Sabe	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-8417-9877
Deotare	Uday	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-9391-4204
Devlin	Megan	Department of Medicine	Schulich School of Medicine & Dentistry	
Dhaliwal	Inderdeep	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-1795-3855
Diachun	Laura Lee	Department of Medicine	Schulich School of Medicine & Dentistry	
Dias	Bryan Francis	Department of Medicine	Schulich School of Medicine & Dentistry	
Dong	Alex	Department of Medicine	Schulich School of Medicine & Dentistry	
Doran	Sean	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-6834-6716
Dresser	George Kenneth	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-3604-6743
Dreyer	Jonathan F	Department of Medicine	Schulich School of Medicine & Dentistry	
Dukelow	Adam Michael	Department of Medicine	Schulich School of Medicine & Dentistry	
Durocher	Daniel	Department of Medicine	Schulich School of Medicine & Dentistry	
Eby	Donald Harold	Department of Medicine	Schulich School of Medicine & Dentistry	
Edmonds	Marcia Lynn	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-9260-8472
El-Halabi	Waseem	Department of Medicine	Schulich School of Medicine & Dentistry	
Elliott	Jacobi Brianne	Department of Medicine	Schulich School of Medicine & Dentistry	
ElRayes	Maged	Department of Medicine	Schulich School of Medicine & Dentistry	
Elsayed	Sameer	"Department of Medicine, Epidemiology and Biostatistics, Pathology and Lab Medicine"	Schulich School of Medicine & Dentistry	0000-0003-3487-2715
Ernst	Jaclyn Ashley	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-5676-6975
Fayowski	Cassandra	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-0347-694X
Feagan	Brian G	"Department of Medicine, Robarts Clinical Trials"	Schulich School of Medicine & Dentistry	0000-0002-6914-3822
Fernandez Codina	Andreu	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-7939-7837
Fiorini	Kyle Roland	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-6788-5136
Forristal	Chantal	Department of Medicine	Schulich School of Medicine & Dentistry	
Foster	Cheryl	Department of Medicine	Schulich School of Medicine & Dentistry	
Fotheringham	Mary Elizabeth	Department of Medicine	Schulich School of Medicine & Dentistry	
Foxcroft	Laura C	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-4500-6994
Franco Lopez	Hernan Dario	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-3128-3325
Gabriel	Joseph	Department of Medicine	Schulich School of Medicine & Dentistry	
Garg	Amit	"Department of Medicine, Epidemiology and Biostatistics"	Schulich School of Medicine & Dentistry	
Garg	Pallav	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-9343-1763
Geukers	Karen	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-0564-8319
Ghate	Gauri	Department of Medicine	Schulich School of Medicine & Dentistry	
Gilbert	Kenneth	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-0024-9941
Gill	Sean Edward	"Department of Medicine, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	
Goela	Kapil	Department of Medicine	Schulich School of Medicine & Dentistry	
Goldszmidt	Mark	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-5861-5222
Gregor	James Christopher	Department of Medicine	Schulich School of Medicine & Dentistry	
Gryn	Steven Ely	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-8627-7611
Gula	Lorne J	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-9815-2499
Gunaratnam	Lakshman	"Department of Medicine, Microbiology & Immunology, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	0000-0002-8845-1126
Guzman	Andres	Department of Medicine	Schulich School of Medicine & Dentistry	
Haddara	Wael M R	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-9817-5524
Hames	Heather Elizabeth	Department of Medicine	Schulich School of Medicine & Dentistry	0009-0005-9634-8443
Haney	Elizabeth A	Department of Medicine	Schulich School of Medicine & Dentistry	
Hashmi	Hiba Zia	Department of Medicine	Schulich School of Medicine & Dentistry	
Heckman	George	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-3847-3287
Helt	Andrew Ross	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-6691-7220
Hill	David J	"Department of Medicine, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	
Ho	Jenny Mei-Yen	Department of Medicine	Schulich School of Medicine & Dentistry	
House	Andrew Alfred	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-7152-6163
Hsia	Cyrus Chen	"Department of Medicine, Oncology"	Schulich School of Medicine & Dentistry	
Huang	Shih-Han Susan	"Department of Medicine, Medical Biophysics, Paediatrics"	Schulich School of Medicine & Dentistry	0000-0002-0848-130X
Hudson	David Glenn	Department of Medicine	Schulich School of Medicine & Dentistry	
Hugel	Nicole Alysia	Department of Medicine	Schulich School of Medicine & Dentistry	
Huitema	Ashlay Anne	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-3853-537X
Hussain	Nadeem A.	Department of Medicine	Schulich School of Medicine & Dentistry	
Iyer	Hariharan	Department of Medicine	Schulich School of Medicine & Dentistry	
Jacobs	Lawrence	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-6453-4082
Jain	Arsh Kumar	"Department of Medicine, Epidemiology and Biostatistics"	Schulich School of Medicine & Dentistry	0000-0003-0048-2401
Jairath	Vipul	"Department of Medicine, Epidemiology and Biostatistics"	Schulich School of Medicine & Dentistry	0000-0002-1092-0033
Jeimy	Samira	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-3425-1874
Jiang	Zhuan	Department of Medicine	Schulich School of Medicine & Dentistry	
Johnson	John F	Department of Medicine	Schulich School of Medicine & Dentistry	
Jones	Emily Bentley	Department of Medicine	Schulich School of Medicine & Dentistry	
Joseph	Radha	Department of Medicine	Schulich School of Medicine & Dentistry	
Joy	Tisha Rosalin	Department of Medicine	Schulich School of Medicine & Dentistry	
Kane	Sheri-Lynn C	Department of Medicine	Schulich School of Medicine & Dentistry	
Kao	Raymond C	Department of Medicine	Schulich School of Medicine & Dentistry	
Kashgari	Alia	Department of Medicine	Schulich School of Medicine & Dentistry	
Keller	Maryam Maria	Department of Medicine	Schulich School of Medicine & Dentistry	
Kelton	Danielle Kathleen	Department of Medicine	Schulich School of Medicine & Dentistry	
Khan	Habib	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-4828-5768
Khan	Mohammad Qasim	"Department of Medicine, Epidemiology and Biostatistics"	Schulich School of Medicine & Dentistry	0000-0002-3457-7858
Khan	Tayyab	Department of Medicine	Schulich School of Medicine & Dentistry	
Khanna	Nitin V	Department of Medicine	Schulich School of Medicine & Dentistry	
Khanna	Reena	"Department of Medicine, Epidemiology and Biostatistics"	Schulich School of Medicine & Dentistry	0000-0002-8679-2541
Khaykin	Yaariv	Department of Medicine	Schulich School of Medicine & Dentistry	
Kim	Harold Leeyonge	Department of Medicine	Schulich School of Medicine & Dentistry	
Kim	Richard B	"Department of Medicine, Oncology, Physiology and Pharmacology"	Schulich School of Medicine & Dentistry	
Korpal	Daniel Robert	Department of Medicine	Schulich School of Medicine & Dentistry	
Kovacs	Michael Joseph	"Department of Medicine, Oncology"	Schulich School of Medicine & Dentistry	
Kuprowski	Mark Christopher	Department of Medicine	Schulich School of Medicine & Dentistry	
Kyle	Rachel Marie Allen	Department of Medicine	Schulich School of Medicine & Dentistry	
Lam	Selay	"Department of Medicine, Oncology"	Schulich School of Medicine & Dentistry	
Lavi	Shahar	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-6105-8084
Lazo-Langner	Alejandro	"Department of Medicine, Epidemiology and Biostatistics, Oncology"	Schulich School of Medicine & Dentistry	0000-0001-6869-8431
Leci	Erik	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-0028-8265
Lee	Ching Ching	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-9333-9980
Leeper	William Robert	"Department of Medicine, Surgery"	Schulich School of Medicine & Dentistry	0000-0001-5135-6435
Leligdowicz	Aleksandra	"Department of Medicine, Microbiology & Immunology, Robarts - Molecular Medicine"	Schulich School of Medicine & Dentistry	0000-0001-6055-4644
Leong-Sit	Peter	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-2952-0328
Lewell	Michael Peter	Department of Medicine	Schulich School of Medicine & Dentistry	
Licskai	Christopher J.	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-1675-657X
Lin	Kangrui	Department of Medicine	Schulich School of Medicine & Dentistry	
Lindsay	Robert M	Department of Medicine	Schulich School of Medicine & Dentistry	
Liu	Selina	"Department of Medicine, Obstetrics & Gynaecology"	Schulich School of Medicine & Dentistry	0000-0002-0261-0385
Lotfy	Khaled	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-7604-8877
Lott	Catherine	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-1124-5022
Loubani	Tarek	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-8315-9954
Louzada	Martha	"Department of Medicine, Epidemiology and Biostatistics, Oncology"	Schulich School of Medicine & Dentistry	0000-0002-4531-7859
Lythgoe	Kristin	Department of Medicine	Schulich School of Medicine & Dentistry	
MacDonald	Christine Anne	Department of Medicine	Schulich School of Medicine & Dentistry	
Mackenzie	Constance Alexa	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-6309-074X
Mahngar	Kevinjeet	"Department of Medicine, Family Medicine - General"	Schulich School of Medicine & Dentistry	
Mal	Sameer	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-7817-2588
Mangel	Joy E.	"Department of Medicine, Oncology"	Schulich School of Medicine & Dentistry	0000-0002-1364-5030
Manlucu	Jaimie	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-9968-6388
Mathew	Andrew Luka	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-7274-475X
Maxwell	Robert Brendan	Department of Medicine	Schulich School of Medicine & Dentistry	
Mazzetti	Ian Alexander	Department of Medicine	Schulich School of Medicine & Dentistry	
McCauley	William Alan	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-7276-6449
McConnell	Allison	Department of Medicine	Schulich School of Medicine & Dentistry	
McDonald	Charlotte Gabrielle	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0002-4988-8480
McGavin	Martin	"Department of Medicine, Microbiology & Immunology"	Schulich School of Medicine & Dentistry	0000-0001-5955-0689
McGuire	Jennifer	Department of Medicine	Schulich School of Medicine & Dentistry	
McIntosh	Keith Steven	Department of Medicine	Schulich School of Medicine & Dentistry	
McIntyre	Christopher William	"Department of Medicine, Medical Biophysics"	Schulich School of Medicine & Dentistry	0000-0002-3877-3135
McIntyre	Natasha	Department of Medicine	Schulich School of Medicine & Dentistry	
McKelvie	Robert Samuel	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0001-8559-0553
Mehta	Sanjay	Department of Medicine	Schulich School of Medicine & Dentistry	
Meiwald	Allison	Department of Medicine	Schulich School of Medicine & Dentistry	
Millard	Wanda	Department of Medicine	Schulich School of Medicine & Dentistry	
Milne	Wm. Kenneth	Department of Medicine	Schulich School of Medicine & Dentistry	
Mitchell	Michael Andrew	Department of Medicine	Schulich School of Medicine & Dentistry	
Moist	Louise Maureen	Department of Medicine	Schulich School of Medicine & Dentistry	0000-0003-3875-9197
